Filename,Rating
CF383.jpg,2.966666666666667
AF848.jpg,2.9166666666666665
AM836.jpg,2.816666666666667
AF1860.jpg,3.216666666666667
AM59.jpg,4.2
AM1338.jpg,2.433333333333333
AM1242.jpg,1.9333333333333333
CM453.jpg,2.4833333333333334
CM579.jpg,2.7333333333333334
AF211.jpg,2.433333333333333
AM77.jpg,4.2
AF700.jpg,1.85
AF193.jpg,2.1333333333333333
AF491.jpg,3.716666666666667
AF1837.jpg,4.466666666666667
CM346.jpg,2.466666666666667
AM1749.jpg,3.033333333333333
AF1569.jpg,3.966666666666667
AF272.jpg,3.3666666666666667
AF1447.jpg,4.316666666666666
AF552.jpg,2.8666666666666667
AF1372.jpg,3.1333333333333333
AM595.jpg,2.95
AM1707.jpg,3.533333333333333
AM1126.jpg,2.4
AF432.jpg,3.033333333333333
AF1680.jpg,3.683333333333333
AM830.jpg,2.4833333333333334
AF1936.jpg,3.4833333333333334
CF742.jpg,4.3
CM684.jpg,3.1166666666666667
AM961.jpg,2.9166666666666665
AF723.jpg,2.7666666666666666
AF1535.jpg,3.2333333333333334
AF852.jpg,2.8
CM87.jpg,2.8833333333333333
AM1666.jpg,3.95
AF1586.jpg,3.7666666666666666
AM1373.jpg,2.066666666666667
AM366.jpg,2.1666666666666665
AF530.jpg,2.8333333333333335
CM288.jpg,2.716666666666667
AF366.jpg,2.7666666666666666
AF597.jpg,2.9166666666666665
AF1066.jpg,1.6833333333333333
AM1910.jpg,3.466666666666667
AM1957.jpg,4.466666666666667
AM779.jpg,2.4
AM386.jpg,2.6333333333333333
CM658.jpg,3.45
AF373.jpg,2.55
AM1688.jpg,4.083333333333333
AM218.jpg,4.016666666666667
AF763.jpg,2.6
AF1908.jpg,4.033333333333333
AF1925.jpg,3.35
AF703.jpg,2.4833333333333334
AF1744.jpg,3.0166666666666666
CF133.jpg,2.933333333333333
AF1085.jpg,2.283333333333333
AM959.jpg,2.0833333333333335
CF395.jpg,2.8833333333333333
AM1816.jpg,3.2666666666666666
AF1558.jpg,3.7
AF1508.jpg,3.9166666666666665
AF1488.jpg,3.85
CF215.jpg,3.033333333333333
AF1044.jpg,2.9833333333333334
AM1830.jpg,2.783333333333333
AF78.jpg,2.65
AF167.jpg,2.6166666666666667
AM863.jpg,3.533333333333333
AF649.jpg,2.2
AM979.jpg,2.3
AF1174.jpg,4.5
AF684.jpg,2.85
AF326.jpg,2.8333333333333335
CM301.jpg,2.1333333333333333
AF1720.jpg,3.566666666666667
AM668.jpg,2.7
CF40.jpg,3.3833333333333333
CM298.jpg,2.533333333333333
AM623.jpg,2.783333333333333
CF76.jpg,1.95
AM575.jpg,2.9
CM740.jpg,3.933333333333333
